,password,entropy
58,beatrice!hair,0.9572101690592348
59,most.haunts,0.9249884940504915
60,old!person,0.8927305939285018
61,violent!music,0.9446248071820063
62,full!talking,0.9354555692744102
63,little-ride,0.9266437260225389
64,cheerful!song,0.9602537678439542
65,thin-ways,0.9585721058510299
66,secret-untold,0.9467425082768495
67,bitter@beer,0.9379720694227743
68,short!pie,0.9745894045506552
69,bitter@cry,0.8331758659197092
70,solemn@patience,0.9584430328583986
71,scarlet-squint,0.9394918783127404
72,whatsoever!doe,0.9329059234942526
73,secret-untold,0.9467425082768495
74,wayward@spickle,0.945464228960549
75,forgotten-dream,0.9611312007244119
76,intense-gloom,0.9631733303722594
77,lonely-tresses,0.9468250665036937
78,sweet@music,0.898197372174602
79,old@man,0.9056487428682338
80,old.man,0.9100714166678932
81,stunning-brow,0.9612164819871563
82,naughty-ice,0.9435619219655471
83,hollow!habit,0.9517432210618274
84,fatdogs,0.9168672219177253
85,enthusiastic!wat,0.9642200492774121
86,young-lady,0.9667037470929297
87,oldperson,0.9262824592367186
88,green-house,0.9395341111832436
89,chankly.bore,0.9100567109068579
90,long@sorts,0.9469083531664728
91,blue-bottle,0.9392863704037447
92,old!guinea,0.9371690861004872
93,young@lady,0.9672961222964463
94,mental!tea,0.9247527737673154
95,quick-tears,0.9293481581492462
96,old!person,0.8927305939285018
97,oldperson,0.9262824592367186
98,good-feeling,0.9001859493121114
99,little!space,0.9510467734057034
100,fearsome@noise,0.9372287525117879
101,slendereffect,0.9143220847128106
102,pretty.trees,0.9369114659180523
103,dainty-hens,0.9386053323537686
104,secretuntold,0.927918679851239
105,gladamaze,0.9249877388315844
106,roman-sweep,0.9265621437533066
107,great@king,0.9655286042814695
108,betterintelligence,0.9201736229919575
109,coloured-comprehension,0.9574455923063189
110,many!suits,0.9659828709326674
111,slow.talking,0.9373433790169864
112,solemn@downy,0.9611897232608783
113,stormyblue,0.9240610590413129
114,old!xerxes,0.9499595346264837
115,black.pins,0.958548091258435
116,instructive@valley,0.954286089401092
117,tumultuous-tenant,0.8854728848183008
118,furtherfire,0.9241787712535343
119,softsweep,0.8778596894067382
120,contemptuous.smile,0.9401712612872248
121,very-glee,0.967666735846572
122,sacred@bottle,0.9520376128458151
123,distressed-person,0.9424874006485979
124,young.lady,0.9631885335432623
125,old@person,0.8459498513557243
126,old-man,0.9120485427080218
127,old-person,0.8925623189996469
128,small.boxes,0.9500974992230973
129,perfect!height,0.9476165919719292
130,sudden.voice,0.9200914917482554
131,very@heart,0.956250061801672
132,brown@bread,0.934602269605999
133,solemn@dairy,0.9509607678983983
134,feveredmemories,0.9556111332529985
135,ancient@secret,0.9083596545099799
136,cold@grasp,0.9058414253539508
137,hot@mice,0.9367961975826864
138,stormyday,0.9130786217673943
139,old@man,0.9056487428682338
140,stronglysceptic,0.9334368790994086
141,modernanswer,0.9297597520909461
142,contemptuouscoincide,0.9431829241524771
143,long@tail,0.7955210795401748
144,expansive-person,0.9525593134114193
145,oldman,0.8928341117665511
146,twirly.bull,0.9525143105065381
147,silent!air,0.9350314671836337
148,upward.track,0.9565305118129248
149,good.rout,0.9572997951895935
150,worldly.dogs,0.9516344410337783
151,unflagging.tread,0.9719701091501146
152,steadfast@eyes,0.9376231229311422
153,brown-flickering,0.9689610436651629
154,last-stay,0.9482412735044625
155,blue!bottle,0.9334809991195809
156,sunny!arm,0.9114883493950161
157,great!slime,0.940595288674903
158,straightline,0.9491970500393433
159,luminous!nose,0.9719205657278366
160,lonely!sense,0.9494098574204091
161,littlefish,0.9014069878491934
162,most-paints,0.9220652383519464
163,old-person,0.8925623189996469
164,old@person,0.8459498513557243
165,yonghy-bonghy,0.9400391558624992
166,youngest!expression,0.9640384002095922
167,lighter.light,0.5086765761634032
168,proper-bird,0.9443039432699812
169,unfortunateperson,0.9433683661986092
170,old-person,0.8925623189996469
171,himmeltaniouschatter,0.9573622068320601
172,scroobious.guests,0.9028057463996282
173,old!man,0.9070303332055255
174,little-fellow,0.9268711815260644
175,slippery.slopes,0.9415467288997941
176,leadennight,0.8989754145166508
177,such!work,0.9463389802094205
178,flumpydelusion,0.9405461182898395
179,badwine,0.8915796373622084
180,solemnstreet,0.9522048136047075
181,littlequail,0.9352970151092115
182,doubtful-spark,0.9701219609860329
183,loud!smile,0.8482440236380591
184,simultaneous.side,0.9581388555130903
185,coppery!soup,0.908526479316365
186,pipplepopple,0.9390677839507502
187,brown@morocco,0.9150739074479509
188,little@shrimp,0.9436581984182981
189,oldones,0.9459627003179832
190,little.fish,0.9478771217278815
191,little.maid,0.9406899608198375
192,ugliest.yearning,0.9411152296308697
193,yonghy.bonghy,0.9434323899511767
194,calico-tree,0.9411141539200634
195,weary!border,0.8327615595649485
196,yonghy.bonghy,0.9434323899511767
197,lively.jones,0.9265072620460298
198,sportive-brown,0.9397131250729954
199,old!person,0.8927305939285018
200,oldperson,0.9262824592367186
201,small-bear,0.9622838742683866
202,eager-brain,0.9451711257390426
203,little!quail,0.9155975756066591
204,dismal-penny,0.9289779173808018
205,angry.voices,0.9249722368058612
206,fatal!ear,0.9031155745113136
207,old!person,0.8927305939285018
208,scornfulcalls,0.9557692312540992
209,lively.jones,0.9265072620460298
210,old@man,0.9056487428682338
211,young.lady,0.9631885335432623
212,gladsurprise,0.9283909939604228
213,bumpy@light,0.9579206003976046
214,purple.amblongusses,0.950208952866176
215,shortday,0.9525570632560779
216,last@folk,0.960112472189919
217,slippery-fence,0.9621505297803037
218,early@pumpkins,0.9717946789342905
219,straight.line,0.9545293987337348
220,fine.dread,0.9129892275057664
221,leetle@hound,0.9180201089079801
222,pale!profit,0.9581786122414662
223,young-lady,0.9667037470929297
224,old@person,0.8459498513557243
225,little!tart,0.9626197037885056
226,little!eel,0.916551618665034
227,little.cake,0.9644293696366881
228,many-xerxes,0.9417988520702615
229,little-quail,0.9163839839657913
230,great.king,0.9593693239869323
231,little@hearts,0.9579632095027398
232,veryday,0.9413459921711457
233,especial-patience,0.889267155750683
234,dismal@sister,0.9217688452414189
235,many!silence,0.9633593487454902
236,strange!head,0.9568691486073109
237,alive-oft,0.9517507774633633
238,mutton@saddel,0.9173076544435038
239,young-person,0.9539553542600998
240,principal.maze,0.8855211701501392
241,flumpy@rain,0.9646352123823673
242,palebenefit,0.9311401079506909
243,little!fowls,0.9315483436711113
244,conspicuous-mistake,0.957351387295844
245,oldperson,0.9262824592367186
246,old!man,0.9070303332055255
247,barbary@ape,0.9181951177188429
248,sweet@hair,0.9584556757143518
249,coppery-gong,0.9505767201559008
250,far-countrie,0.963383625159305
251,long@tail,0.7955210795401748
252,early@pumpkins,0.9717946789342905
253,secret!untold,0.9490350236884196
254,obsequious!surprise,0.9632459050488512
255,daily-trespassing,0.9528870481656738
256,beautifulpussy,0.9350888909154592
257,old.man,0.9100714166678932
258,oldperson,0.9262824592367186
259,lonely.pig,0.953915761120285
260,fierce.hours,0.9295259291767395
261,verywhiskers,0.8971828682799554
262,forgotten!dream,0.9666237939544491
263,bad@doorscraper,0.9587617998606488
264,wearypaper,0.905905772046946
265,darkest!eyes,0.9513083820550575
266,new!impression,0.9560155110317896
267,old.man,0.9100714166678932
268,long!tail,0.8173834329497237
269,claret!moans,0.9073977091359843
270,ethereal.motion,0.9657040170782374
271,golden@hair,0.903218892237101
272,new!lamp,0.9381691323874957
273,boastful!lie,0.9654775501983607
274,secret!untold,0.9490350236884196
275,ceaselessvisiteth,0.9491833619415946
276,angryeggs,0.93126151840529
277,nutritiouswhizzing,0.9423944412456864
278,rarest@alway,0.9547355353392923
279,new!gun,0.9250226366646804
280,kevil.track,0.944101384419546
281,little@columbia,0.9419052461069585
282,wikky.flame,0.9331050697086242
283,rightexpression,0.9474303612820766
284,little@pieces,0.9555281137018874
285,little.hen,0.9650721294325658
286,hot@confusion,0.9338227173803021
287,old.person,0.889292441612776
288,small.children,0.9612983260935096
289,dry@go,0.8790260491279046
290,large@house,0.9666113619817368
291,secret.untold,0.9462953635382774
292,old@person,0.8459498513557243
293,such-cowardice,0.9657582949959975
294,simplethird,0.9636576805878604
295,youngest.son,0.9664695512133571
296,little-jones,0.9370266881591525
297,syllogisticabode,0.9526590423866843
298,other!bare,0.9198211577924379
299,old!person,0.8927305939285018
300,old@person,0.8459498513557243
301,daily@time,0.9443922716933708
302,green.voice,0.9608288594451235
303,bitter.one,0.8147333863758124
304,faithful.size,0.9601771628501166
305,vexed!hair,0.9429604643486988
306,chankly.bore,0.9100567109068579
307,violentlove,0.9598794086304233
308,little@wink,0.9610367190988856
309,second@wish,0.9147588488843135
310,livelyjump,0.9165302798969305
311,blue.bottle,0.9334100969002008
312,stupendous!eggs,0.9563420979415934
313,quangle.wangle,0.9522942765746545
314,red.querulous,0.9445411245914597
315,young-geese,0.8875170883885118
316,young-fishes,0.8692713908778774
317,young!storks,0.9277026725252373
318,young@geese,0.8944149111767751
319,young@geese,0.8944149111767751
320,bliss!sadness,0.9212820860957041
321,oldman,0.8928341117665511
322,stupendous.family,0.9486672918290047
323,arithmetic@geography,0.9550701694736775
324,large@period,0.955424907420618
325,blue-shore,0.9540486889240519
326,large!chatter,0.967487599169657
327,large.boat,0.9499596572944891
328,wordless!house,0.9580633481476412
329,only!tea,0.9559043813659636
330,lavish@grace,0.9592233334896215
331,wintry-dogs,0.9403981809966329
332,young@guinea,0.9085621247551557
333,little.eel,0.9273850685666427
334,little-villa,0.9497510334353579
335,delicate-cry,0.9442614427253396
336,cloudy!flannel,0.9664362368675351
337,secret!untold,0.9490350236884196
338,human@grave,0.9146482494559127
339,lonely!nature,0.9537559648844296
340,chankly-bore,0.9158861724980087
341,perfect-performance,0.9423243275701827
342,veriest!sceptic,0.9395517579346038
343,little-heap,0.9503485947566943
344,eager@jaws,0.8311066849544341
345,stupid!mind,0.9425436999205065
346,slippery@slopes,0.9553086629703129
347,fathomless-scroobious,0.9602436146356447
348,scornful@toasteses,0.9619955994675586
349,rosy@brother,0.9511547366303085
350,early!pumpkins,0.9630105588672724
351,old.person,0.889292441612776
352,coldnet,0.9470132363514302
353,vain@one,0.9628189829556923
354,highest-set,0.9555012554257162
355,new-gun,0.9369331489982095
356,little-quail,0.9163839839657913
357,old.man,0.9100714166678932
358,little@eel,0.9260943400956254
359,little.goose,0.955161133423632
360,most.souvenaunce,0.9661362917924086
361,littlezinc,0.9370488550497229
362,grandspectre,0.9513313177444511
363,young@geese,0.8944149111767751
364,oldguinea,0.9517034484897844
365,russian-blinding,0.9461588885612384
366,bluebaboon,0.9064813854061337
367,instructive.setting,0.8988374813166241
368,little-pigs,0.9477982445359681
369,lively.jones,0.9265072620460298
370,old-cats,0.9718078473712021
371,oldman,0.8928341117665511
372,oldman,0.8928341117665511
373,young!cats,0.9075412779057364
374,youngstorks,0.9511000856822566
375,first!spoonifolia,0.9583293150296768
376,bad-feathers,0.965888018702966
377,grey@swat,0.9669332928645482
378,long-ghoul,0.9649201639599513
379,greedy.zone,0.9271604028776123
380,young.geese,0.8972318072572123
381,young@geese,0.8944149111767751
382,young!geese,0.8950198984265549
383,forgottendream,0.9304866667860955
384,brown!distance,0.9681869685182694
385,general!song,0.9292190678707349
386,new.gun,0.9291903462546028
387,lively@jones,0.9299105657760608
388,minor-point,0.9174582905184999
389,blue@bottles,0.9518609763834082
390,blue@bottle,0.936092050191719
391,round.pieces,0.9695345177375804
392,most.chatter,0.9512387907217916
393,large@stones,0.9012187048748279
394,broken@feathers,0.9662782896669743
395,plumpudding,0.9445559587037761
396,little!egg,0.9238879661009907
397,wholesomeliving,0.9480230940185053
398,left@brown,0.9542737160932155
399,young.guinea,0.9139898983318232
400,weary@water,0.9374234136084111
401,nonsense.cookery,0.9601437599074815
402,young@geese,0.8944149111767751
403,young-geese,0.8875170883885118
404,green!feathers,0.9465327620879525
405,charming.sound,0.9700928216694705
406,unpleasant.people,0.9622523496250039
407,whole!frog,0.9474975734991741
408,utmostpudding,0.878816767372967
409,angry-ears,0.9680327017957764
410,old.geese,0.9036864046812925
411,young.storks,0.9265008271237493
412,green@sail,0.9409521818425683
413,otherlegs,0.9572564827939877
414,attentive@paper,0.9366230844060223
415,lively-meadows,0.9481429160254616
416,large@pipkin,0.9575708861572204
417,young.person,0.9584840679649602
418,kindpenny,0.9243407992789408
419,slow@rhyme,0.9477486031115788
420,yonghy@bonghy,0.9424880615308546
421,little.needle,0.867809035711861
422,little-urn,0.9384616708192299
423,little-shrimp,0.9401229431892432
424,lurxy-horse,0.9524534470739402
425,proper!thing,0.9634036444067526
426,latinlesson,0.9079378271832952
427,discordant!voices,0.9635193030995419
428,saddest.shades,0.8841987535860657
429,livelyjones,0.9410286695349904
430,sportive.brown,0.922980638418772
431,bitter.black,0.9696825923204414
432,unpityingsun,0.9575313772444365
433,distantartist,0.945998964747612
434,abject@breath,0.9446735537969325
435,comely-goblin,0.9497574484132456
436,desperate.attempts,0.9486971200225124
437,secret-none,0.9658765479896703
438,sniffle.mind,0.9535408110155145
439,young.person,0.9584840679649602
440,jinglyturtle,0.9244094141142274
441,sober@sadness,0.9638935565814188
442,old@person,0.8459498513557243
443,old!person,0.8927305939285018
444,small@children,0.9296012888075748
445,most-light,0.911644401188065
446,gentlemaid,0.8881874842405123
447,new!stick,0.8915197862127779
448,hush!person,0.9428047146353907
449,old@person,0.8459498513557243
450,unflagging@draught,0.9664305682176468
451,little!heap,0.9477610645915296
452,little!face,0.9671179848936478
453,spoonifoliamusic,0.9431284778116327
454,uncommonlyburn,0.9494353806228626
455,solitary.pride,0.946790810896929
456,mournful-dairy,0.94272207462945
457,other.source,0.9505810112289286
458,secret-none,0.9658765479896703
459,glassy.kings,0.9166492373238991
460,right@hair,0.8171618582084668
461,strange@eyes,0.9228491124243332
462,little-souls,0.8252129452943374
463,housy@goblin,0.95326789421532
464,magic!tone,0.9510659255815106
465,leafy@trees,0.9265396180838151
466,amiable!person,0.9657504450129154
467,old@person,0.8459498513557243
468,horrible.dreams,0.9705439338750795
469,old.person,0.889292441612776
470,old@person,0.8459498513557243
471,thirsty@element,0.9490535784576515
472,silvery@squeaks,0.9507944546826689
473,coppery-hill,0.9615632745409947
474,second@jones,0.9710036676125122
475,yonghy.bonghy,0.9434323899511767
476,slippery!dairy,0.9034728815183488
477,dead!songs,0.9495899964091261
478,different@lamp,0.9105412597118354
479,loneliestagony,0.9503056194439929
480,chankly@bore,0.9192626258503683
481,long@tail,0.7955210795401748
482,newer!parting,0.9552008913445772
483,old.man,0.9100714166678932
484,barbary!ape,0.9127036986559728
485,grisly@charm,0.9521267579007544
486,sudden.listening,0.9618398075282601
487,old-owls,0.9408407076817303
488,small.nose,0.8867680395721206
489,small@dairy,0.9332925896090986
490,dolomphioussceptic,0.9456841430038653
491,sacredcountrie,0.9365803947323478
492,old@person,0.8459498513557243
493,oldperson,0.9262824592367186
494,dark.air,0.9279021270916802
495,vexedshelf,0.9414788331461149
496,frantic-glue,0.8624413224273916
497,angry@fire,0.953531935798413
498,half@wisdom,0.9577660107952285
499,awful.hope,0.9048728625357348
500,such.past,0.9432205386205434
501,littlefish,0.9014069878491934
502,helpless!weight,0.9571911626824993
503,westernnose,0.9500829066213875
504,old@whale,0.9169192634811464
505,littlethrush,0.9310120741212993
506,little-yew,0.9399237483101051
507,luminous@sigh,0.9302731023704396
508,loathly!vampire,0.9612374654101729
509,gosky@nests,0.9121910446296584
510,toothsome@echoes,0.9413172010861935
511,large@bit,0.935183442290643
512,selfish.deliberation,0.9017716696357103
513,innocentdeliberation,0.957531192007913
514,little@heap,0.9512775128701672
515,principalshore,0.8626784705116379
516,marble-slumber,0.9461047594964997
517,large.doom,0.9028095427128099
518,specialrival,0.9456597232028604
519,old@man,0.9056487428682338
520,old@person,0.8459498513557243
521,silver@gilt,0.9573780205891309
522,aching-hands,0.9373009802507238
523,little@ant,0.9483778100412333
524,little.yew,0.9486363108369508
525,twirly@lamp,0.9273845492170238
526,amiable!man,0.9186972062544568
527,old-person,0.8925623189996469
528,fifteenth!day,0.9521224425108971
529,old.storks,0.9352146134706731
530,dimchords,0.934494432135798
531,primaeval.motion,0.9695487619621882
532,old.man,0.9100714166678932
533,several.jigs,0.9523080407105555
534,littledove,0.9557255787674046
535,old@man,0.9056487428682338
536,loftytower,0.9208342705984947
537,more!affrights,0.9578081217141824
538,new!king,0.9344596379353763
539,matter@fools,0.9643320079040751
540,loudvoice,0.9200231467279376
541,human!guise,0.9408098896692592
542,intense.bonghy,0.9503983545905897
543,finewig,0.8772743921538858
544,younglady,0.7834683943002937
545,old.person,0.889292441612776
546,plum!pudding,0.7991302193534068
547,oldman,0.8928341117665511
548,old!person,0.8927305939285018
549,young!lady,0.9681304925469822
550,young-person,0.9539553542600998
551,charnelcave,0.9112479986675596
552,loud@sic,0.9152726939362891
553,luminous!shape,0.9440473142119732
554,oldperson,0.9262824592367186
555,dreadful!man,0.952029827896184
556,patient.row,0.9229000860529141
557,full@phantoms,0.9496100779696683
558,bewildered.fancy,0.9313686229908603
559,little@wink,0.9610367190988856
560,strangethoughts,0.9382481227898555
561,weary-tear,0.9440014614263756
562,little@eel,0.9260943400956254
563,transitional-pangs,0.9475057222840795
564,blue.hair,0.9385266051340849
565,ceremonious!calls,0.9583868546319009
566,simple@joy,0.9385111931359374
567,common@things,0.9506523361170415
568,golden.fruitage,0.9391777273757075
569,cold-grasp,0.9019335966817187
570,sullen@hills,0.9666905117888337
571,faithful!moans,0.9561758603555248
572,scarlet!jones,0.9515762511651109
573,thoroughtobacco,0.94739326366211
574,newtale,0.9216399464900353
575,little@gray,0.9678169979779011
576,old.person,0.889292441612776
577,oldperson,0.9262824592367186
578,thae.hair,0.9086785611957642
579,unpitying.cry,0.9615964426745419
580,wild-cry,0.914837153766764
581,wild!festoons,0.9492048228894041
582,topmost.hopes,0.8312072581607027
583,gentle-waves,0.9495302577137467
584,old@person,0.8459498513557243
585,little-children,0.9386875158119573
586,old.man,0.9100714166678932
587,old!man,0.9070303332055255
588,more!bottles,0.9404248859107215
589,happygreen,0.9317581619048194
590,waterproof!sauce,0.9705144755918145
591,glad!amaze,0.9291442341065995
592,gentle-hands,0.8468790066508239
593,unknown@trackless,0.9564734578996525
594,little-doll,0.9238342968096631
595,little!goose,0.9531582010608621
596,blue!boss,0.8847669019138595
597,oldcats,0.9384029092291863
598,steadfast-opium,0.9498396246166485
599,green-veil,0.9297391086002202
600,towering@mistake,0.9632606159281714
601,old-man,0.9120485427080218
602,old@man,0.9056487428682338
603,very@heart,0.956250061801672
604,golden@whisper,0.9560047099792295
605,selfish!tone,0.9365350707753253
606,yonghy!bonghy,0.9438469540387716
607,short.tail,0.9242726701990817
608,littleant,0.9265635278501898
609,runcible-bachelor,0.870690200697781
610,little-concern,0.9228707210983362
611,gilt@answer,0.9644334806784809
612,gentle!flowers,0.9551076765283966
613,sleepless.hound,0.9249751063612818
614,burnt-valentines,0.9590076671320691
615,little-villa,0.9497510334353579
616,vast.wave,0.9702300484450224
617,little-heap,0.9503485947566943
618,oldperson,0.9262824592367186
619,crowded.brain,0.9472318831508101
620,oldperson,0.9262824592367186
621,old-man,0.9120485427080218
622,heroic-remark,0.925305860621494
623,little@goat,0.921210745373978
624,new@gun,0.9379730950392489
625,old@person,0.8459498513557243
626,oldman,0.8928341117665511
627,happierone,0.9171943793512295
628,deartears,0.7866204313973941
629,quick!tears,0.9260634473311825
630,slippery@slopes,0.9553086629703129
631,yonghy@bonghy,0.9424880615308546
632,worldly.horses,0.8946672966384073
633,old@person,0.8459498513557243
634,glad-surprise,0.9478018362377233
635,leaden.pudding,0.949337185784545
636,most.toes,0.8867732203920089
637,long!tail,0.8173834329497237
638,good@oysters,0.9729747126655385
639,old@man,0.9056487428682338
640,old@person,0.8459498513557243
641,narrow.shore,0.9527229173088033
642,young@lady,0.9672961222964463
643,old-man,0.9120485427080218
644,tangled@street,0.937794289133232
645,burny!bikky,0.9506498702736715
646,early.pumpkins,0.9600232542871435
647,secret.none,0.971273132498094
648,unflagging!tread,0.9668672451445581
649,fimble@sport,0.9549219556116181
650,little.ghost,0.9078981160074278
651,old!person,0.8927305939285018
652,dolomphious!wind,0.946909351379103
653,crimson!ostrich,0.9702198949222826
654,old!man,0.9070303332055255
655,red-pipple,0.8845543175831085
656,ladye!time,0.904389165828077
657,much-miles,0.9602909141566056
658,false!trees,0.956746737893022
659,aye@meadows,0.9006877985791896
660,far-countrie,0.963383625159305
661,old!men,0.9369305225109893
662,pure.sob,0.9301297382290898
663,ayesummer,0.9355882711577322
664,hummy.sound,0.9329781390130705
665,spikky-word,0.8858139089962499
666,greedy@voice,0.9532634035094685
667,young.union,0.9421173741511332
668,veryhaunts,0.9267771125532193
669,little!villa,0.9493624666113923
670,ethereal@ass,0.9641955291601094
671,little-quail,0.9163839839657913
672,scareddullard,0.8631719106588559
673,oldman,0.8928341117665511
674,unflagging-tread,0.9740004862881604
675,shiny!ground,0.9441439734883865
676,fat-rabbit,0.9629507235511021
677,little.child,0.9239820515091497
678,borascible@person,0.9456115810461875
679,oldperson,0.9262824592367186
680,subdued.size,0.914189094865094
681,happy.din,0.9173453533496402
682,inner.gown,0.891337197464792
683,originalfeathers,0.9419364647146116
684,lively!jones,0.930804520933939
685,little!quail,0.9155975756066591
686,little-urn,0.9384616708192299
687,stumpy-snail,0.9513075189060652
688,little!piece,0.9111018140936823
689,calm@eating,0.9089149155554931
690,western-head,0.9545612788777134
691,newhat,0.848878782184718
692,strict-pillar,0.9565020444963627
693,old.man,0.9100714166678932
694,old!person,0.8927305939285018
695,large!circle,0.7618458566008245
696,pensive.meaning,0.9422840182796992
697,lovely!walk,0.9474413150691633
698,other.blotting,0.887611357455061
699,naughtysettlement,0.9594074477893006
700,greenvilla,0.9280087115337773
701,little@whisper,0.9653693311742747
702,bitter@means,0.952336560458906
703,brownyreceipts,0.9389708205827264
704,lower.love,0.9441796432108315
705,little-path,0.8866780675114421
706,little-quail,0.9163839839657913
707,littlesong,0.92785183406363
708,long@room,0.9332585653844503
709,old!man,0.9070303332055255
710,old.man,0.9100714166678932
711,little.hearts,0.956748302485936
712,little.kite,0.9183129715326687
713,littlevine,0.9263015855203786
714,little.wink,0.949784856652368
715,aged.tresses,0.9064986637714131
716,right!eye,0.9360809889043075
717,little.urn,0.9436534863657949
718,bad@furioso,0.9468255896524563
719,little!lark,0.9519430363529111
720,old@lady,0.9519634155367854
721,old.person,0.889292441612776
722,barbary-ape,0.9183779065379568
723,little-fish,0.9503533266065413
724,fierce.world,0.9426258834475022
725,baleful-star,0.9250106266571554
726,older@a,0.9267936014066871
727,little!jee,0.9110385095998237
728,striped@zinc,0.946634478456935
729,old-person,0.8925623189996469
730,oldperson,0.9262824592367186
731,bated-accent,0.9611264527590817
732,slipperytorture,0.9586450614737553
733,stony.eye,0.9594980046801989
734,stolentree,0.9521275178474626
735,false@face,0.9054130992562495
736,glad!pen,0.9400726286643187
737,same!time,0.9569619170282117
738,old.xerxes,0.9505029666467761
739,little-kite,0.9205589260536234
740,little@villa,0.9517080222076714
741,glad@surprise,0.9649020683572238
742,silvery.barbary,0.9567548871141839
743,little-egg,0.9182367899263735
744,rural@courtier,0.9558812336587088
745,badgrief,0.8763955703798642
746,whimsicalman,0.950520502490786
747,old-person,0.8925623189996469
748,endless!thoughts,0.9783667834556681
749,gentle!draught,0.9471529791361243
750,great@habit,0.9248332432119281
751,ridiculelurxy,0.9378739561606896
752,little!duck,0.9438204225388095
753,more@locks,0.9542489667703735
754,solemn.head,0.9089154877894031
755,young.hearts,0.952718310682089
756,old-person,0.8925623189996469
757,old-mill,0.9158590483686528
758,bad.habit,0.9588271374058623
759,joyful!bird,0.9002752881513204
760,dreamygrow,0.9467069408817538
761,crimson@courtier,0.9696952048384704
762,old!xerxes,0.9499595346264837
763,little@puff,0.9663117148347419
764,little-travellers,0.9583950219101501
765,other@birds,0.9403608820600539
766,second-travellers,0.8986011569873767
767,large.way,0.9528829022277112
768,old.geese,0.9036864046812925
769,younggeese,0.7999964854808888
770,other.mouth,0.9279746389356844
771,fifteenth!day,0.9521224425108971
772,bluebottle,0.9434685479682511
773,glad!surprise,0.9587170355304363
774,quangle@wangle,0.9526741310469077
775,tropical.jackdaws,0.9602251861550073
776,susceptible-joints,0.9553122503773308
777,immense!cover,0.9648983982497654
778,chanklybore,0.9354314458362749
779,dressy.round,0.9272173766990436
780,hot!apples,0.9034831737016406
781,great-pounds,0.9551409243788317
782,deadlyquantity,0.9614060405272525
783,silvery-gong,0.9432380003409737
784,very!way,0.9232383258672969
785,slightincident,0.9608805351299662
786,instructive.pea,0.9557550001640255
787,painful-incident,0.9702566270196458
788,young-owls,0.9547629779248858
789,extremeone,0.9646429282732888
790,blue!cakes,0.9383805340497761
791,paleforms,0.915005174630752
792,great-surprise,0.9649420872569847
793,wanton-infection,0.9576599288007748
794,quangle.wangle,0.9522942765746545
795,amazing!nature,0.9642331995108452
796,young!geese,0.8950198984265549
797,jodd.trees,0.962842615056345
798,haggard-arch,0.9136662414993101
799,other!mean,0.9305354154077531
800,sonorouschain,0.9347095415893011
801,old.guinea,0.9405902682837852
802,elderly!fly,0.8929703012075773
803,chronicstate,0.928106465590034
804,great.hat,0.9610813353582143
805,little.wings,0.9470743992106164
806,patient-cliffs,0.8739450192936619
807,young@geese,0.8944149111767751
808,young@geese,0.8944149111767751
809,young!geese,0.8950198984265549
810,young-geese,0.8875170883885118
811,young.storks,0.9265008271237493
812,young!geese,0.8950198984265549
813,young@parrots,0.962174984061419
814,old-owls,0.9408407076817303
815,young-geese,0.8875170883885118
816,young@geese,0.8944149111767751
817,earnest-side,0.8702707542308531
818,endless.pudding,0.9725842109635869
819,young.person,0.9584840679649602
820,old-man,0.9120485427080218
821,blue@bottle,0.936092050191719
822,great.cloud,0.9369736297202861
